time,angle,angular_velocity,x,y
0,0.523108,-0.04905,0.499575,-0.866271
0.01,0.522128,-0.0980338,0.498726,-0.86676
0.02,0.520659,-0.14691,0.497452,-0.867492
0.03,0.518702,-0.195636,0.495754,-0.868463
0.04,0.516261,-0.244172,0.493632,-0.869671
0.05,0.513336,-0.292475,0.491086,-0.871111
0.06,0.509931,-0.340504,0.488117,-0.872778
0.07,0.506049,-0.388218,0.484725,-0.874667
0.08,0.501693,-0.435576,0.480911,-0.87677
0.09,0.496868,-0.482535,0.476674,-0.87908
0.1,0.491577,-0.529056,0.472017,-0.88159
0.11,0.485826,-0.575096,0.466939,-0.884289
0.12,0.47962,-0.620615,0.461442,-0.88717
0.13,0.472964,-0.665573,0.455527,-0.890222
0.14,0.465865,-0.709927,0.449196,-0.893433
0.15,0.458329,-0.753638,0.44245,-0.896793
0.16,0.450362,-0.796666,0.435291,-0.90029
0.17,0.441972,-0.838969,0.427723,-0.90391
0.18,0.433167,-0.88051,0.419748,-0.907641
0.19,0.423955,-0.921247,0.411368,-0.911469
0.2,0.414343,-0.961141,0.402589,-0.915381
0.21,0.404342,-1.00015,0.393414,-0.919362
0.22,0.393959,-1.03825,0.383847,-0.923397
0.23,0.383205,-1.07538,0.373895,-0.927471
0.24,0.37209,-1.11153,0.363563,-0.931569
0.25,0.360624,-1.14664,0.352858,-0.935677
0.26,0.348817,-1.18068,0.341786,-0.939778
0.27,0.336681,-1.21362,0.330356,-0.943856
0.28,0.324227,-1.24542,0.318576,-0.947897
0.29,0.311466,-1.27605,0.306455,-0.951885
0.3,0.298411,-1.30547,0.294002,-0.955805
0.31,0.285075,-1.33366,0.281229,-0.959641
0.32,0.271469,-1.36058,0.268147,-0.963378
0.33,0.257607,-1.38621,0.254767,-0.967002
0.34,0.243502,-1.41051,0.241103,-0.9705
0.35,0.229167,-1.43345,0.227167,-0.973856
0.36,0.214617,-1.45502,0.212973,-0.977058
0.37,0.199865,-1.47519,0.198537,-0.980093
0.38,0.184926,-1.49393,0.183874,-0.98295
0.39,0.169814,-1.51122,0.168999,-0.985616
0.4,0.154543,-1.52704,0.153929,-0.988082
0.41,0.13913,-1.54138,0.138681,-0.990337
0.42,0.123587,-1.55421,0.123273,-0.992373
0.43,0.107932,-1.56553,0.107723,-0.994181
0.44,0.092179,-1.57531,0.0920485,-0.995755
0.45,0.0763435,-1.58356,0.0762693,-0.997087
0.46,0.060441,-1.59025,0.0604042,-0.998174
0.47,0.0444872,-1.59538,0.0444726,-0.999011
0.48,0.0284978,-1.59894,0.028494,-0.999594
0.49,0.0124885,-1.60094,0.0124881,-0.999922
0.5,-0.00352515,-1.60136,-0.00352515,-0.999994
0.51,-0.0195273,-1.60022,-0.0195261,-0.999809
0.52,-0.0355023,-1.5975,-0.0354948,-0.99937
0.53,-0.0514345,-1.59322,-0.0514118,-0.998678
0.54,-0.0673083,-1.58738,-0.0672575,-0.997736
0.55,-0.0831081,-1.57999,-0.0830125,-0.996549
0.56,-0.0988187,-1.57105,-0.0986579,-0.995121
0.57,-0.114425,-1.56059,-0.114175,-0.993461
0.58,-0.129911,-1.54861,-0.129546,-0.991573
0.59,-0.145262,-1.53513,-0.144752,-0.989468
0.6,-0.160463,-1.52016,-0.159776,-0.987153
0.61,-0.175501,-1.50372,-0.174601,-0.984639
0.62,-0.190359,-1.48584,-0.189212,-0.981936
0.63,-0.205025,-1.46654,-0.203591,-0.979056
0.64,-0.219483,-1.44583,-0.217725,-0.97601
0.65,-0.23372,-1.42375,-0.231598,-0.972811
0.66,-0.247724,-1.40032,-0.245198,-0.969473
0.67,-0.261479,-1.37557,-0.25851,-0.966009
0.68,-0.274974,-1.34952,-0.271522,-0.962432
0.69,-0.288197,-1.32221,-0.284224,-0.958758
0.7,-0.301133,-1.29366,-0.296603,-0.955001
0.71,-0.313772,-1.26392,-0.308649,-0.951176
0.72,-0.326103,-1.23301,-0.320353,-0.947298
0.73,-0.338112,-1.20097,-0.331707,-0.943383
0.74,-0.34979,-1.16783,-0.342701,-0.939445
0.75,-0.361127,-1.13362,-0.353328,-0.935499
0.76,-0.372111,-1.09839,-0.363582,-0.931562
0.77,-0.382732,-1.06218,-0.373457,-0.927648
0.78,-0.392983,-1.02501,-0.382945,-0.923771
0.79,-0.402852,-0.986932,-0.392043,-0.919947
0.8,-0.412332,-0.947979,-0.400747,-0.916189
0.81,-0.421414,-0.908191,-0.409051,-0.912512
0.82,-0.43009,-0.867609,-0.416952,-0.908928
0.83,-0.438352,-0.826273,-0.424448,-0.905452
0.84,-0.446195,-0.784221,-0.431536,-0.902096
0.85,-0.45361,-0.741495,-0.438213,-0.898871
0.86,-0.460591,-0.698136,-0.444477,-0.89579
0.87,-0.467133,-0.654184,-0.450328,-0.892863
0.88,-0.47323,-0.609679,-0.455763,-0.890101
0.89,-0.478876,-0.564664,-0.460782,-0.887513
0.9,-0.484068,-0.519179,-0.465384,-0.885109
0.91,-0.488801,-0.473265,-0.469567,-0.882897
0.92,-0.49307,-0.426964,-0.473333,-0.880884
0.93,-0.496873,-0.380317,-0.476679,-0.879077
0.94,-0.500207,-0.333364,-0.479607,-0.877483
0.95,-0.503069,-0.286148,-0.482116,-0.876107
0.96,-0.505456,-0.23871,-0.484206,-0.874954
0.97,-0.507367,-0.19109,-0.485877,-0.874027
0.98,-0.5088,-0.14333,-0.487129,-0.87333
0.99,-0.509755,-0.0954704,-0.487963,-0.872864
1,-0.51023,-0.0475535,-0.488378,-0.872632
1.01,-0.510226,0.000380125,-0.488375,-0.872634
1.02,-0.509743,0.0482895,-0.487953,-0.87287
1.03,-0.508782,0.0961336,-0.487114,-0.873338
1.04,-0.507343,0.143871,-0.485857,-0.874038
1.05,-0.505429,0.191462,-0.484183,-0.874967
1.06,-0.50304,0.238865,-0.482091,-0.876121
1.07,-0.50018,0.286038,-0.479583,-0.877496
1.08,-0.49685,0.332942,-0.476659,-0.879088
1.09,-0.493055,0.379536,-0.473319,-0.880891
1.1,-0.488797,0.425779,-0.469564,-0.882898
1.11,-0.484081,0.47163,-0.465395,-0.885103
1.12,-0.47891,0.51705,-0.460812,-0.887498
1.13,-0.47329,0.561997,-0.455817,-0.890073
1.14,-0.467226,0.606432,-0.450411,-0.892821
1.15,-0.460723,0.650314,-0.444596,-0.895731
1.16,-0.453787,0.693603,-0.438372,-0.898794
1.17,-0.446424,0.736261,-0.431743,-0.901997
1.18,-0.438642,0.778247,-0.42471,-0.905329
1.19,-0.430447,0.819522,-0.417277,-0.90878
1.2,-0.421846,0.860047,-0.409445,-0.912335
1.21,-0.412848,0.899783,-0.40122,-0.915982
1.22,-0.403461,0.938693,-0.392604,-0.919708
1.23,-0.393694,0.976738,-0.383602,-0.923498
1.24,-0.383555,1.01388,-0.37422,-0.92734
1.25,-0.373054,1.05009,-0.364461,-0.931219
1.26,-0.362201,1.08531,-0.354333,-0.935119
1.27,-0.351006,1.11953,-0.343842,-0.939027
1.28,-0.339479,1.1527,-0.332996,-0.942928
1.29,-0.327631,1.18479,-0.321801,-0.946807
1.3,-0.315473,1.21577,-0.310266,-0.95065
1.31,-0.303017,1.2456,-0.298401,-0.954441
1.32,-0.290275,1.27425,-0.286215,-0.958165
1.33,-0.277258,1.30169,-0.273719,-0.96181
1.34,-0.263979,1.32789,-0.260924,-0.965359
1.35,-0.250451,1.35282,-0.247841,-0.968801
1.36,-0.236686,1.37646,-0.234482,-0.97212
1.37,-0.222698,1.39877,-0.220862,-0.975305
1.38,-0.208501,1.41974,-0.206993,-0.978342
1.39,-0.194107,1.43934,-0.192891,-0.98122
1.4,-0.179532,1.45754,-0.178569,-0.983927
1.41,-0.164789,1.47433,-0.164044,-0.986453
1.42,-0.149892,1.48969,-0.149331,-0.988787
1.43,-0.134856,1.50359,-0.134448,-0.990921
1.44,-0.119696,1.51603,-0.11941,-0.992845
1.45,-0.104426,1.52698,-0.104236,-0.994553
1.46,-0.0890615,1.53645,-0.0889438,-0.996037
1.47,-0.0736175,1.5444,-0.073551,-0.997291
1.48,-0.058109,1.55085,-0.0580763,-0.998312
1.49,-0.0425513,1.55577,-0.0425385,-0.999095
1.5,-0.0269597,1.55916,-0.0269564,-0.999637
1.51,-0.0113494,1.56103,-0.0113492,-0.999936
1.52,0.00426419,1.56136,0.00426417,-0.999991
1.53,0.0198658,1.56016,0.0198645,-0.999803
1.54,0.0354401,1.55743,0.0354327,-0.999372
1.55,0.0509719,1.55318,0.0509498,-0.998701
1.56,0.0664459,1.5474,0.0663971,-0.997793
1.57,0.0818471,1.54012,0.0817558,-0.996652
1.58,0.0971604,1.53133,0.0970076,-0.995284
1.59,0.112371,1.52104,0.112134,-0.993693
1.6,0.127464,1.50928,0.127119,-0.991888
1.61,0.142424,1.49606,0.141943,-0.989875
1.62,0.157238,1.48139,0.156591,-0.987664
1.63,0.171891,1.46528,0.171046,-0.985263
1.64,0.186369,1.44777,0.185292,-0.982684
1.65,0.200657,1.42887,0.199313,-0.979936
1.66,0.214743,1.4086,0.213097,-0.977031
1.67,0.228613,1.38699,0.226627,-0.973982
1.68,0.242254,1.36407,0.239891,-0.9708
1.69,0.255652,1.33985,0.252877,-0.967499
1.7,0.268796,1.31438,0.265571,-0.964091
1.71,0.281673,1.28767,0.277963,-0.960592
1.72,0.29427,1.25975,0.290042,-0.957014
1.73,0.306577,1.23067,0.301797,-0.953372
1.74,0.318582,1.20045,0.31322,-0.949681
1.75,0.330273,1.16912,0.324301,-0.945954
1.76,0.34164,1.13672,0.335033,-0.942206
1.77,0.352673,1.10329,0.345407,-0.938453
1.78,0.363361,1.06885,0.355418,-0.934707
1.79,0.373696,1.03345,0.365059,-0.930984
1.8,0.383667,0.997122,0.374324,-0.927298
1.81,0.393266,0.959903,0.383207,-0.923662
1.82,0.402484,0.92183,0.391706,-0.920091
1.83,0.411314,0.882943,0.399814,-0.916596
1.84,0.419747,0.84328,0.407529,-0.913192
1.85,0.427776,0.802879,0.414848,-0.909891
1.86,0.435393,0.761781,0.421767,-0.906704
1.87,0.442594,0.720025,0.428285,-0.903644
1.88,0.44937,0.67765,0.434398,-0.900721
1.89,0.455717,0.634697,0.440106,-0.897946
1.9,0.461629,0.591205,0.445407,-0.895328
1.91,0.467101,0.547215,0.4503,-0.892877
1.92,0.472129,0.502767,0.454783,-0.890602
1.93,0.476708,0.457901,0.458857,-0.88851
1.94,0.480835,0.412659,0.462519,-0.886609
1.95,0.484505,0.367079,0.465771,-0.884905
1.96,0.487717,0.321204,0.468611,-0.883405
1.97,0.490468,0.275072,0.471039,-0.882112
1.98,0.492755,0.228726,0.473055,-0.881033
1.99,0.494577,0.182205,0.47466,-0.880169
2,0.495933,0.13555,0.475852,-0.879525
2.01,0.496821,0.0888007,0.476633,-0.879102
2.02,0.497241,0.0419985,0.477002,-0.878902
2.03,0.497193,-0.00481638,0.47696,-0.878925
2.04,0.496677,-0.0516038,0.476506,-0.879171
2.05,0.495693,-0.0983232,0.475642,-0.879639
2.06,0.494244,-0.144935,0.474366,-0.880328
2.07,0.49233,-0.191397,0.472681,-0.881234
2.08,0.489953,-0.237672,0.470585,-0.882355
2.09,0.487116,-0.283717,0.468079,-0.883686
2.1,0.483821,-0.329494,0.465165,-0.885224
2.11,0.480072,-0.374962,0.461843,-0.886962
2.12,0.475871,-0.420081,0.458113,-0.888894
2.13,0.471223,-0.464812,0.453976,-0.891014
2.14,0.466132,-0.509115,0.449434,-0.893314
2.15,0.460602,-0.55295,0.444488,-0.895785
2.16,0.454639,-0.596277,0.439138,-0.898419
2.17,0.448249,-0.639059,0.433388,-0.901207
2.18,0.441436,-0.681254,0.427238,-0.904139
2.19,0.434208,-0.722826,0.420692,-0.907204
2.2,0.426571,-0.763734,0.413751,-0.91039
2.21,0.418531,-0.803942,0.406419,-0.913687
2.22,0.410097,-0.843409,0.398698,-0.917082
2.23,0.401276,-0.8821,0.390593,-0.920563
2.24,0.392076,-0.919976,0.382108,-0.924118
2.25,0.382506,-0.957001,0.373247,-0.927732
2.26,0.372575,-0.993138,0.364015,-0.931393
2.27,0.362291,-1.02835,0.354418,-0.935087
2.28,0.351665,-1.06261,0.344462,-0.9388
2.29,0.340707,-1.09587,0.334153,-0.942519
2.3,0.329426,-1.1281,0.3235,-0.946228
2.31,0.317833,-1.15927,0.312509,-0.949915
2.32,0.30594,-1.18935,0.301189,-0.953564
2.33,0.293757,-1.2183,0.28955,-0.957163
2.34,0.281296,-1.24609,0.277601,-0.960697
2.35,0.268569,-1.2727,0.265352,-0.964152
2.36,0.255588,-1.2981,0.252814,-0.967515
2.37,0.242365,-1.32225,0.239999,-0.970773
2.38,0.228914,-1.34513,0.22692,-0.973913
2.39,0.215247,-1.36672,0.213588,-0.976924
2.4,0.201377,-1.38699,0.200018,-0.979792
2.41,0.187317,-1.40592,0.186224,-0.982507
2.42,0.173083,-1.42349,0.17222,-0.985059
2.43,0.158686,-1.43967,0.158021,-0.987436
2.44,0.144141,-1.45445,0.143643,-0.98963
2.45,0.129463,-1.46781,0.129102,-0.991631
2.46,0.114666,-1.47975,0.114415,-0.993433
2.47,0.0997635,-1.49023,0.0995981,-0.995028
2.48,0.0847709,-1.49926,0.0846694,-0.996409
2.49,0.0697028,-1.50681,0.0696464,-0.997572
2.5,0.0545739,-1.51289,0.0545468,-0.998511
2.51,0.039399,-1.51749,0.0393889,-0.999224
2.52,0.0241931,-1.52059,0.0241908,-0.999707
2.53,0.0089711,-1.5222,0.00897098,-0.99996
2.54,-0.00625212,-1.52232,-0.00625208,-0.99998
2.55,-0.0214616,-1.52095,-0.0214599,-0.99977
2.56,-0.0366424,-1.51808,-0.0366342,-0.999329
2.57,-0.0517797,-1.51373,-0.0517566,-0.99866
2.58,-0.0668587,-1.5079,-0.0668089,-0.997766
2.59,-0.0818645,-1.50059,-0.0817731,-0.996651
2.6,-0.0967827,-1.49181,-0.0966317,-0.99532
2.61,-0.111599,-1.48159,-0.111367,-0.993779
2.62,-0.126298,-1.46992,-0.125962,-0.992035
2.63,-0.140866,-1.45683,-0.140401,-0.990095
2.64,-0.155289,-1.44233,-0.154666,-0.987967
2.65,-0.169554,-1.42644,-0.168743,-0.98566
2.66,-0.183645,-1.40917,-0.182615,-0.983185
2.67,-0.197551,-1.39055,-0.196269,-0.98055
2.68,-0.211257,-1.3706,-0.209689,-0.977768
2.69,-0.22475,-1.34935,-0.222863,-0.97485
2.7,-0.238019,-1.32681,-0.235777,-0.971807
2.71,-0.251049,-1.30301,-0.24842,-0.968652
2.72,-0.263829,-1.27799,-0.260779,-0.965399
2.73,-0.276346,-1.25177,-0.272842,-0.962059
2.74,-0.28859,-1.22438,-0.284601,-0.958646
2.75,-0.300549,-1.19585,-0.296044,-0.955174
2.76,-0.312211,-1.16621,-0.307163,-0.951657
2.77,-0.323566,-1.13549,-0.317949,-0.948108
2.78,-0.334603,-1.10373,-0.328394,-0.944541
2.79,-0.345313,-1.07097,-0.338491,-0.94097
2.8,-0.355685,-1.03723,-0.348232,-0.937408
2.81,-0.36571,-1.00255,-0.357613,-0.93387
2.82,-0.37538,-0.966962,-0.366626,-0.930368
2.83,-0.384685,-0.930512,-0.375267,-0.926917
2.84,-0.393617,-0.893233,-0.383532,-0.923528
2.85,-0.402169,-0.855162,-0.391415,-0.920214
2.86,-0.410332,-0.816337,-0.398914,-0.916988
2.87,-0.4181,-0.776795,-0.406025,-0.913862
2.88,-0.425466,-0.736576,-0.412745,-0.910846
2.89,-0.432423,-0.695717,-0.419072,-0.907953
2.9,-0.438966,-0.654258,-0.425004,-0.905192
2.91,-0.445088,-0.612238,-0.430538,-0.902573
2.92,-0.450785,-0.569697,-0.435672,-0.900105
2.93,-0.456052,-0.526672,-0.440407,-0.897798
2.94,-0.460884,-0.483205,-0.44474,-0.89566
2.95,-0.465277,-0.439334,-0.448671,-0.893697
2.96,-0.469228,-0.3951,-0.452198,-0.891918
2.97,-0.472734,-0.350542,-0.455322,-0.890327
2.98,-0.475791,-0.3057,-0.458041,-0.888931
2.99,-0.478397,-0.260613,-0.460357,-0.887734
3,-0.48055,-0.215322,-0.462267,-0.886741
3.01,-0.482249,-0.169866,-0.463773,-0.885954
3.02,-0.483492,-0.124285,-0.464873,-0.885377
3.03,-0.484278,-0.0786183,-0.465569,-0.885011
3.04,-0.484607,-0.0329067,-0.46586,-0.884858
3.05,-0.484479,0.0128107,-0.465747,-0.884918
3.06,-0.483894,0.0584941,-0.465229,-0.88519
3.07,-0.482853,0.104104,-0.464308,-0.885674
3.08,-0.481357,0.1496,-0.462982,-0.886368
3.09,-0.479407,0.194944,-0.461253,-0.887268
3.1,-0.477006,0.240096,-0.459122,-0.888373
3.11,-0.474156,0.285015,-0.456588,-0.889678
3.12,-0.47086,0.329664,-0.453652,-0.891179
3.13,-0.46712,0.374003,-0.450316,-0.892869
3.14,-0.46294,0.417992,-0.44658,-0.894744
3.15,-0.458324,0.461592,-0.442445,-0.896795
3.16,-0.453276,0.504765,-0.437913,-0.899017
3.17,-0.447801,0.547472,-0.432985,-0.901401
3.18,-0.441905,0.589674,-0.427662,-0.903939
3.19,-0.435591,0.631333,-0.421946,-0.906621
3.2,-0.428867,0.67241,-0.415841,-0.909437
3.21,-0.421738,0.712868,-0.409347,-0.912379
3.22,-0.414212,0.752669,-0.402468,-0.915434
3.23,-0.406294,0.791774,-0.395208,-0.918592
3.24,-0.397993,0.830148,-0.387569,-0.921841
3.25,-0.389315,0.867754,-0.379555,-0.925169
3.26,-0.380269,0.904554,-0.371171,-0.928565
3.27,-0.370864,0.940514,-0.362421,-0.932014
3.28,-0.361108,0.975597,-0.353311,-0.935506
3.29,-0.351011,1.00977,-0.343847,-0.939026
3.3,-0.340581,1.043,-0.334034,-0.942561
3.31,-0.329828,1.07524,-0.323881,-0.946098
3.32,-0.318763,1.10648,-0.313393,-0.949624
3.33,-0.307397,1.13667,-0.302578,-0.953124
3.34,-0.295739,1.16578,-0.291447,-0.956587
3.35,-0.283801,1.19379,-0.280007,-0.959998
3.36,-0.271594,1.22066,-0.268268,-0.963344
3.37,-0.259131,1.24637,-0.25624,-0.966613
3.38,-0.246422,1.27088,-0.243936,-0.969791
3.39,-0.23348,1.29418,-0.231365,-0.972867
3.4,-0.220318,1.31623,-0.21854,-0.975828
3.41,-0.206948,1.33701,-0.205474,-0.978663
3.42,-0.193383,1.3565,-0.19218,-0.98136
3.43,-0.179636,1.37467,-0.178671,-0.983909
3.44,-0.165721,1.39151,-0.164963,-0.9863
3.45,-0.151651,1.407,-0.15107,-0.988523
3.46,-0.13744,1.42112,-0.137007,-0.99057
3.47,-0.123101,1.43385,-0.122791,-0.992433
3.48,-0.10865,1.44517,-0.108436,-0.994103
3.49,-0.0940987,1.45509,-0.0939599,-0.995576
3.5,-0.0794629,1.46358,-0.0793793,-0.996844
3.51,-0.0647565,1.47063,-0.0647113,-0.997904
3.52,-0.0499941,1.47625,-0.0499732,-0.998751
3.53,-0.0351899,1.48041,-0.0351827,-0.999381
3.54,-0.0203587,1.48312,-0.0203573,-0.999793
3.55,-0.00551492,1.48438,-0.00551489,-0.999985
3.56,0.00932685,1.48418,0.00932672,-0.999957
3.57,0.0241521,1.48252,0.0241497,-0.999708
3.58,0.0389462,1.47941,0.0389363,-0.999242
3.59,0.0536947,1.47485,0.0536689,-0.998559
3.6,0.0683831,1.46885,0.0683299,-0.997663
3.61,0.0829973,1.46141,0.082902,-0.996558
3.62,0.0975227,1.45255,0.0973682,-0.995248
3.63,0.111945,1.44227,0.111712,-0.993741
3.64,0.126251,1.43059,0.125916,-0.992041
3.65,0.140427,1.41752,0.139965,-0.990156
3.66,0.154457,1.40308,0.153844,-0.988095
3.67,0.16833,1.38729,0.167536,-0.985866
3.68,0.182032,1.37016,0.181028,-0.983478
3.69,0.195549,1.35172,0.194305,-0.980941
3.7,0.208869,1.33198,0.207353,-0.978266
3.71,0.221978,1.31097,0.22016,-0.975464
3.72,0.234866,1.28872,0.232712,-0.972546
3.73,0.247518,1.26524,0.244998,-0.969523
3.74,0.259924,1.24058,0.257007,-0.96641
3.75,0.272071,1.21474,0.268727,-0.963216
3.76,0.283949,1.18778,0.280149,-0.959957
3.77,0.295546,1.1597,0.291262,-0.956643
3.78,0.306852,1.13055,0.302059,-0.953289
3.79,0.317855,1.10035,0.31253,-0.949908
3.8,0.328546,1.06914,0.322668,-0.946512
3.81,0.338916,1.03695,0.332465,-0.943116
3.82,0.348954,1.00382,0.341915,-0.939731
3.83,0.358652,0.969774,0.351012,-0.936371
3.84,0.368,0.934855,0.35975,-0.933049
3.85,0.376991,0.899096,0.368125,-0.929776
3.86,0.385617,0.862533,0.376131,-0.926567
3.87,0.393869,0.825204,0.383764,-0.923431
3.88,0.40174,0.787144,0.391021,-0.920382
3.89,0.409224,0.748391,0.397898,-0.91743
3.9,0.416314,0.708983,0.404392,-0.914586
3.91,0.423003,0.668958,0.410501,-0.91186
3.92,0.429287,0.628353,0.416223,-0.909263
3.93,0.435159,0.587208,0.421555,-0.906803
3.94,0.440615,0.54556,0.426496,-0.90449
3.95,0.445649,0.503448,0.431044,-0.902331
3.96,0.450258,0.460911,0.435198,-0.900335
3.97,0.454438,0.417987,0.438958,-0.898508
3.98,0.458185,0.374716,0.442321,-0.896857
3.99,0.461497,0.331137,0.445289,-0.895387
4,0.46437,0.287289,0.447859,-0.894104
4.01,0.466802,0.24321,0.450032,-0.893012
4.02,0.468791,0.198941,0.451808,-0.892115
4.03,0.470336,0.154519,0.453186,-0.891416
4.04,0.471436,0.109984,0.454166,-0.890917
4.05,0.47209,0.0653752,0.454749,-0.89062
